mxlian;1;5455;;;;;;
will123195;1;5473;;;;;;
vstcygan;1;5474;;;;;;
s0br;1;5475;;;;;;
esotericnonsense;1;5522;;;;;;
SoCoCpp;1;5587;;;;;;
johnathanmartin;1;5590;;;;;;
BTCTaras;1;5591;;;;;;
chulini;1;5593;;;;;;
wxgj2001;1;5643;;;;;;
dvitas;1;5658;;;;;;
evan82;1;5701;;;;;;
yzb1019;1;5704;;;;;;
bikinibabe;1;5730;;;;;;
mhchia;1;5735;;;;;;
mwleeds;1;5760;;;;;;
L-Cranston-Shadow;3;5788;5777;5772;;;;
charlescharles;1;5773;;;;;;
RHavar;3;9869;6649;5774;;;;
Ciemon;1;5809;;;;;;
evoskuil;1;5811;;;;;;
nbenoit;2;5823;5818;;;;;
Villacaleb;2;5826;5825;;;;;
kiritokazuda;1;5829;;;;;;
dfletcher;1;5834;;;;;;
haraldh;3;6396;5838;5837;;;;
Serya05;1;5862;;;;;;
Rinish;1;5870;;;;;;
jasonlewicki;1;5892;;;;;;
kroese;1;5923;;;;;;
shiang7645;1;5972;;;;;;
phanpp;1;5980;;;;;;
carnesen;1;6002;;;;;;
jameshilliard;2;7167;6014;;;;;
micrictor;1;6019;;;;;;
denverl;1;6060;;;;;;
essofluffy;1;6107;;;;;;
credits-currency;2;6409;6165;;;;;
barkinet;2;6245;6181;;;;;
wangchun;2;7464;6240;;;;;
tarzanious;1;6254;;;;;;
Alex-van-der-Peet;3;6271;6259;6258;;;;
lsqtzj;2;6469;6277;;;;;
chiwa0707;1;6279;;;;;;
KimDeokHyeon;1;6291;;;;;;
dermoth;1;6300;;;;;;
bit-moon;1;6322;;;;;;
aceriou;2;6324;6323;;;;;
ondra-novak;1;6334;;;;;;
tailsjoin;1;6413;;;;;;
pouta;1;6511;;;;;;
Kimax89;1;6533;;;;;;
antonio-fr;1;6543;;;;;;
sidhujag;2;7224;6563;;;;;
TheBitcoin;1;6577;;;;;;
dan-mi-sun;1;6596;;;;;;
gazbert;1;6607;;;;;;
drazisil;1;6657;;;;;;
lbyyy;1;6659;;;;;;
martin1978111;2;6690;6689;;;;;
lclc;2;6855;6844;;;;;
bittylicious;1;6850;;;;;;
giacecco;1;6885;;;;;;
nathanimpact;5;6913;6912;6911;6910;6909;;
BTCDDev;1;6925;;;;;;
SegfredB;1;6935;;;;;;
sturles;1;6997;;;;;;
adobe1992;1;7076;;;;;;
raedah;2;7569;7101;;;;;
robegan21;1;7122;;;;;;
jtoomim;1;7131;;;;;;
tadasvaranavicius;1;7168;;;;;;
awelch83;1;7196;;;;;;
parazyd;1;7221;;;;;;
bom64;1;7242;;;;;;
doged;1;7267;;;;;;
hoffmabc;2;9355;7268;;;;;
rsmoz;1;7354;;;;;;
CodeCloudMe;1;7356;;;;;;
esainane;1;7359;;;;;;
toby;1;7376;;;;;;
s3v3nh4cks;1;7385;;;;;;
jgeewax;1;7398;;;;;;
EthanBianchi;1;7403;;;;;;
stale2000;1;7410;;;;;;
jonn4y;1;7419;;;;;;
aantonop;1;7443;;;;;;
HXR770-Deluxe;1;7478;;;;;;
Kammi6187;1;7503;;;;;;
vlamer;3;7623;7567;7555;;;;
TazeTSchnitzel;1;7622;;;;;;
hkopp;1;7631;;;;;;
CryptoDJ;1;7640;;;;;;
abc-atama;1;7669;;;;;;
maneotrix;1;7775;;;;;;
dragongem45;2;7841;7839;;;;;
initaldk;1;7843;;;;;;
RyanKung;1;7864;;;;;;
mrCertified;1;7867;;;;;;
venatici;1;7914;;;;;;
avar;2;8005;8003;;;;;
jsantos4you;1;8075;;;;;;
cbgarcia101;1;8155;;;;;;
iblis17;1;8159;;;;;;
btccode;1;8262;;;;;;
Cannon-Ciota;1;8268;;;;;;
Pranit-Harekar;1;8325;;;;;;
kholbekj;1;8335;;;;;;
Gitju;1;8352;;;;;;
f139975;1;8364;;;;;;
asteroidsbg;1;8397;;;;;;
shinradev;1;8415;;;;;;
blamb5;1;8435;;;;;;
jwilkins;1;8436;;;;;;
clickkarog;3;8475;8474;8473;;;;
mhughes30;1;8485;;;;;;
mcccs;3;8546;8538;8537;;;;
hejunbok;1;8592;;;;;;
fivepiece;1;8598;;;;;;
daddinuz;1;8623;;;;;;
sstone;1;8653;;;;;;
SCDeveloper;3;9925;9924;8703;;;;
CryptAxe;2;9763;8763;;;;;
wangxinxi;1;8804;;;;;;
czzarr;4;8870;8853;8849;8816;;;
EvertonMelo;1;8886;;;;;;
gzuser01;1;9021;;;;;;
Vitaminmm;1;9059;;;;;;
sagit77;1;9090;;;;;;
ondrejsika;1;9116;;;;;;
XertroV;1;9154;;;;;;
jonathan0405;1;9162;;;;;;
demodun;1;9173;;;;;;
ShamimLike;1;9193;;;;;;
goku1997;2;9339;9324;;;;;
funbucks;1;9358;;;;;;
djp3;1;9405;;;;;;
jsmith-dev;1;9453;;;;;;
losh11;1;9534;;;;;;
2HCHO;1;9551;;;;;;
jdust69;1;9568;;;;;;
thedigitalpatriot;1;9616;;;;;;
sosochain;1;9669;;;;;;
mlmikael;1;9677;;;;;;
earonesty;1;9731;;;;;;
kobake;3;9926;9793;9747;;;;
vosa88;1;9748;;;;;;
DATSEC;1;9751;;;;;;
jaladin1222;1;9767;;;;;;
GCarneiroA;2;9809;9808;;;;;
DannyHamilton;1;9838;;;;;;
appop;1;9848;;;;;;
zcc0721;1;9852;;;;;;
CryptoManiac;1;9893;;;;;;
TheOnlyAymes;1;9907;;;;;;
